AnimalID	DOB	Death	Removal.Date	Sex	Maternal.ID	Matriline	DamGen	SireGen	Natal.Group	Status	Birth.Season	Idcode
77A	12/21/92	NA	2/7/02	MALE	I12	065	I12	G09	F	REMOVE	1993	NA
B09	3/17/80	NA	2/8/02	MALE	317	091	NA	NA	I	REMOVE	1980	NA
L97	12/17/86	NA	2/8/02	FEMALE	678	116	678	722	S	REMOVE	1987	NA
V91	12/10/90	NA	2/8/02	FEMALE	931	073	931	F00	F	REMOVE	1991	NA
50N	12/26/99	NA	2/8/02	MALE	34D	116	34D	X27	G	REMOVE	2000	NA
80N	12/20/99	NA	2/8/02	FEMALE	51B	116	51B	X98	G	REMOVE	2000	NA
62N	1/9/00	NA	2/8/02	FEMALE	69F	DM	69F	18B	BB	REMOVE	2000	NA
I0174F	12/1/00	NA	2/8/02	MALE	74F	116	NA	NA	DD	REMOVE	2001	NA
I0294B	12/3/01	NA	2/8/02	MALE	94B	116	NA	NA	J	REMOVE	2002	NA
J28	5/14/85	NA	2/8/02	FEMALE	D48	073	NA	NA	F	REMOVE	1985	NA
61N	2/8/00	NA	2/8/02	FEMALE	D97	DM	D97	X61	B	REMOVE	2000	NA
10J	5/22/98	NA	2/8/02	MALE	F74	073	F74	S94	E	REMOVE	1998	NA
Z93	12/5/91	NA	2/8/02	MALE	G17	116	G17	D71	R	REMOVE	1992	NA
77N	12/16/99	NA	2/8/02	FEMALE	H45	DM	H45	T16	R	REMOVE	2000	NA
94B	1/14/94	NA	2/8/02	FEMALE	J66	116	J66	D71	R	REMOVE	1994	NA
85N	12/1/99	NA	2/8/02	MALE	K28	DM	K28	S60	R	REMOVE	2000	NA
44N	11/19/99	NA	2/8/02	FEMALE	L37	NA	L37	21B	D	REMOVE	2000	NA
X55	3/5/91	NA	2/8/02	FEMALE	L97	116	L97	983	S	REMOVE	1991	NA
94L	12/19/99	NA	2/8/02	MALE	L97	NA	L97	H79	D	REMOVE	2000	NA
I01L97	1/5/01	NA	2/8/02	FEMALE	L97	116	NA	NA	DD	REMOVE	2001	NA
I02L97	11/24/01	NA	2/8/02	MALE	L97	NA	NA	NA	D	REMOVE	2002	NA
91N	11/11/99	NA	2/8/02	MALE	O36	NA	O36	T30	D	REMOVE	2000	NA
51K	12/13/98	NA	2/8/02	FEMALE	O38	116	O38	F26	G	REMOVE	1999	NA
87N	12/20/99	NA	2/8/02	FEMALE	O38	116	O38	X98	G	REMOVE	2000	NA
88K	1/9/99	NA	2/8/02	FEMALE	O56	073	O56	D78	F	REMOVE	1999	NA
17N	1/23/00	NA	2/8/02	MALE	R79	076	R79	Z88	F	REMOVE	2000	NA
25D	1/10/95	NA	2/8/02	FEMALE	S55	116	S55	D71	R	REMOVE	1995	NA
74L	11/18/99	NA	2/8/02	MALE	T94	DM	T94	Z71	R	REMOVE	2000	NA
50J	2/26/98	NA	2/8/02	FEMALE	V91	073	V91	L22	E	REMOVE	1998	NA
82N	2/22/00	NA	2/8/02	FEMALE	V91	073	V91	23A	E	REMOVE	2000	NA
I01V91	12/31/00	NA	2/8/02	FEMALE	V91	073	NA	NA	EE	REMOVE	2001	NA
I02V91	12/9/01	NA	2/8/02	FEMALE	V91	073	NA	NA	E	REMOVE	2002	NA
I02X55	11/6/01	NA	2/8/02	FEMALE	X55	NA	NA	NA	D	REMOVE	2002	NA
86N	12/20/99	NA	2/8/02	MALE	X78	116	X78	NA	G	REMOVE	2000	NA
I01Z72	1/7/01	NA	2/8/02	FEMALE	Z72	116	NA	NA	DD	REMOVE	2001	NA
92K	11/29/98	NA	2/8/02	MALE	Z73	116	Z73	H79	G	REMOVE	1999	NA
93N	1/6/00	NA	2/8/02	FEMALE	Z74	116	Z74	X27	G	REMOVE	2000	NA
I01Z92	12/7/00	NA	2/8/02	FEMALE	Z92	116	NA	NA	DD	REMOVE	2001	NA
I86	2/28/85	NA	2/14/02	MALE	501	116	NA	983	I	REMOVE	1985	NA
X98	2/18/92	NA	2/14/02	MALE	K07	065	K07	NA	F	REMOVE	1992	NA
83N	12/20/99	NA	2/14/02	MALE	Z73	116	NA	NA	G	REMOVE	2000	NA
X76	12/23/90	NA	2/20/02	MALE	470	116	470	G33	S	REMOVE	1991	NA
I0298H	1/2/02	NA	2/20/02	MALE	98H	116	NA	NA	S	REMOVE	2002	NA
98H	1/5/98	NA	2/20/02	FEMALE	J71	116	J71	O49	D	REMOVE	1998	NA
80L	12/5/99	NA	2/20/02	MALE	X37	DM	X37	L83	R	REMOVE	2000	NA
05A	3/7/92	NA	2/21/02	FEMALE	725	073	NA	A66	F	REMOVE	1992	NA
I0205A	1/7/02	NA	2/21/02	FEMALE	05A	073	NA	NA	I	REMOVE	2002	NA
I0105D	11/14/00	NA	2/21/02	MALE	05D	116	NA	NA	DD	REMOVE	2001	NA
I0205D	12/2/01	NA	2/21/02	MALE	05D	NA	NA	NA	D	REMOVE	2002	NA
I0233G	12/3/01	NA	2/21/02	FEMALE	33G	116	NA	NA	DD	REMOVE	2002	NA
I0134D	1/29/01	NA	2/21/02	FEMALE	34D	116	NA	NA	GG	REMOVE	2001	NA
I0234D	1/26/02	NA	2/21/02	NA	34D	116	NA	NA	G	REMOVE	2002	NA
65N	12/27/99	NA	2/21/02	MALE	51D	116	51D	79B	B	REMOVE	2000	NA
I0295G	11/12/01	NA	2/21/02	FEMALE	95G	116	NA	NA	J	REMOVE	2002	NA
J66	1/12/86	NA	2/21/02	FEMALE	D75	116	D75	B09	R	REMOVE	1986	NA
N20	1/1/88	NA	2/21/02	FEMALE	D75	116	D75	NA	R	REMOVE	1988	NA
S55	1/18/89	NA	2/21/02	FEMALE	D75	116	D75	C77	R	REMOVE	1989	NA
S59	3/6/89	NA	2/21/02	FEMALE	E78	076	NA	C18	F	REMOVE	1989	NA
C55	5/15/81	NA	2/21/02	MALE	FH	116	NA	NA	I	REMOVE	1981	NA
I02J66	11/20/01	NA	2/21/02	FEMALE	J66	116	NA	NA	J	REMOVE	2002	NA
Z72	3/13/92	NA	2/21/02	FEMALE	L97	116	L97	H89	S	REMOVE	1992	NA
05D	2/10/95	NA	2/21/02	FEMALE	L97	116	L97	E05	S	REMOVE	1995	NA
95G	12/31/96	NA	2/21/02	FEMALE	N20	116	N20	I78	R	REMOVE	1997	NA
I02S55	11/18/01	NA	2/21/02	FEMALE	S55	116	NA	NA	J	REMOVE	2002	NA
I02S59	12/3/01	NA	2/21/02	MALE	S59	076	NA	NA	F	REMOVE	2002	NA
33G	12/30/96	NA	2/21/02	FEMALE	X55	116	X55	X27	S	REMOVE	1997	NA
34D	1/10/95	NA	2/21/02	FEMALE	X78	116	X78	O28	S	REMOVE	1995	NA
I02Z72	11/26/01	NA	2/21/02	FEMALE	Z72	116	NA	NA	DD	REMOVE	2002	NA
J89	1/13/86	NA	2/22/02	FEMALE	931	073	931	NA	F	REMOVE	1986	NA
I0200B	11/5/01	NA	2/22/02	FEMALE	00B	073	NA	NA	L	REMOVE	2002	NA
I0104E	12/31/00	NA	2/22/02	MALE	04E	073	NA	NA	F	REMOVE	2001	NA
I0220E	10/19/01	NA	2/22/02	FEMALE	20E	073	NA	NA	E	REMOVE	2002	NA
V95	2/4/91	NA	2/22/02	MALE	C63	DM	C63	E05	R	REMOVE	1991	NA
J71	2/19/86	NA	2/22/02	FEMALE	D98	116	D98	NA	S	REMOVE	1986	NA
00B	1/12/93	NA	2/22/02	FEMALE	E65	073	E65	H87	F	REMOVE	1993	NA
O49	1/24/88	NA	2/22/02	MALE	I07	004	NA	C61	F	REMOVE	1988	NA
I01J71	11/14/00	NA	2/22/02	FEMALE	J71	116	NA	NA	S	REMOVE	2001	NA
67L	11/2/99	NA	2/22/02	MALE	J89	073	J89	Z01	E	REMOVE	2000	NA
I02J89	11/6/01	NA	2/22/02	MALE	J89	073	NA	NA	E	REMOVE	2002	NA
44B	1/1/93	NA	2/22/02	FEMALE	L88	073	L88	NA	F	REMOVE	1993	NA
91B	11/24/93	NA	2/22/02	MALE	N20	116	N20	D71	R	REMOVE	1994	NA
04E	1/3/95	NA	2/22/02	FEMALE	O87	073	O87	J21	F	REMOVE	1995	NA
20E	2/6/95	NA	2/22/02	FEMALE	T12	073	T12	I85	F	REMOVE	1995	NA
I0272G	11/12/01	NA	2/26/02	MALE	72G	073	NA	NA	E	REMOVE	2002	NA
21O	12/8/99	NA	2/26/02	MALE	96A	DM	96A	K85	R	REMOVE	2000	NA
L26	1/18/87	NA	2/26/02	FEMALE	B72	065	NA	C18	F	REMOVE	1987	NA
Z07	12/30/91	NA	2/26/02	FEMALE	I12	065	I12	F32	F	REMOVE	1992	NA
75N	11/29/99	NA	2/26/02	FEMALE	J69	DM	J69	Z71	R	REMOVE	2000	NA
72G	1/26/97	NA	2/26/02	FEMALE	V91	073	V91	A92	F	REMOVE	1997	NA
14O	1/12/00	NA	2/26/02	FEMALE	X28	DM	X28	A48#	R	REMOVE	2000	NA
26O	3/5/00	NA	2/26/02	MALE	X44	065	X44	Z06	F	REMOVE	2000	NA
I02Z07	12/9/01	NA	2/26/02	MALE	Z07	065	NA	NA	F	REMOVE	2002	NA
47N	11/23/99	NA	2/26/02	MALE	Z53	DM	Z53	Z71	R	REMOVE	2000	NA
X78	1/22/91	NA	2/27/02	FEMALE	869	116	869	H92	S	REMOVE	1991	NA
I0203I	1/3/02	NA	2/27/02	MALE	03I	073	NA	NA	I	REMOVE	2002	NA
I0104A	12/13/00	NA	2/27/02	MALE	04A	073	NA	NA	II	REMOVE	2001	NA
I0204A	12/2/01	NA	2/27/02	MALE	04A	073	NA	NA	I	REMOVE	2002	NA
63I	1/20/98	NA	2/27/02	FEMALE	05A	073	05A	X94	F	REMOVE	1998	NA
I0214F	12/21/01	NA	2/27/02	MALE	14F	073	NA	NA	F	REMOVE	2002	NA
I0147A	11/27/00	NA	2/27/02	FEMALE	47A	116	NA	NA	DD	REMOVE	2001	NA
I0247A	10/30/01	NA	2/27/02	FEMALE	47A	NA	NA	NA	D	REMOVE	2002	NA
I0280A	12/26/01	NA	2/27/02	FEMALE	80A	073	NA	NA	I	REMOVE	2002	NA
I0291E	1/5/02	NA	2/27/02	FEMALE	91E	073	NA	NA	L	REMOVE	2002	NA
74G	4/2/97	NA	2/27/02	MALE	B56	073	L88	H87	F	REMOVE	1997	NA
91E	2/29/96	NA	2/27/02	FEMALE	E65	073	E65	O81	F	REMOVE	1996	NA
80A	2/2/93	NA	2/27/02	FEMALE	E66	073	E66	C18	F	REMOVE	1993	NA
X46	11/24/90	NA	2/27/02	FEMALE	F72	073	F72	NA	F	REMOVE	1991	NA
14F	3/25/96	NA	2/27/02	FEMALE	F72	073	F72	O81	F	REMOVE	1996	NA
Z81	1/1/92	NA	2/27/02	FEMALE	G80	116	G80	I47	S	REMOVE	1992	NA
47A	1/1/93	NA	2/27/02	FEMALE	L97	116	L97	D78	S	REMOVE	1993	NA
12J	12/11/97	NA	2/27/02	MALE	O38	116	O38	C99	G	REMOVE	1998	NA
04A	3/10/92	NA	2/27/02	FEMALE	O56	073	O56	742	F	REMOVE	1992	NA
03I	1/9/98	NA	2/27/02	FEMALE	R74	073	R74	T57	F	REMOVE	1998	NA
I02X46	11/21/01	NA	2/27/02	MALE	X46	073	NA	NA	U	REMOVE	2002	NA
37G	1/16/97	NA	2/27/02	MALE	X78	116	X78	L83	R	REMOVE	1997	NA
I01X78	12/7/00	NA	2/27/02	MALE	X78	116	NA	NA	GG	REMOVE	2001	NA
I02X78	11/16/01	NA	2/27/02	MALE	X78	116	NA	NA	G	REMOVE	2002	NA
I02Z81	10/19/01	NA	2/27/02	FEMALE	Z81	NA	NA	NA	D	REMOVE	2002	NA
T12	12/10/88	NA	2/28/02	FEMALE	931	073	931	NA	F	REMOVE	1989	NA
56C	1/3/94	NA	2/28/02	MALE	F25	065	F25	NA	F	REMOVE	1994	NA
R78	12/21/88	NA	2/28/02	FEMALE	F83	004	NA	A66	F	REMOVE	1989	NA
97N	11/24/99	NA	2/28/02	FEMALE	I70	065	I70	88C	F	REMOVE	2000	NA
T29	2/14/90	NA	2/28/02	MALE	J85	073	J85	E97	F	REMOVE	1990	NA
I02R78	11/16/01	NA	2/28/02	FEMALE	R78	004	NA	NA	F	REMOVE	2002	NA
I02T12	11/24/01	NA	2/28/02	FEMALE	T12	073	NA	NA	E	REMOVE	2002	NA
63F	3/14/96	NA	2/28/02	MALE	V82	073	V82	K01	F	REMOVE	1996	NA
33J	12/2/97	NA	2/28/02	MALE	X51	073	X51	X57	F	REMOVE	1998	NA
78E	2/10/96	NA	2/28/02	FEMALE	Z92	116	Z92	L83	S	REMOVE	1996	NA
O56	2/16/88	NA	3/1/02	FEMALE	725	073	NA	F27	F	REMOVE	1988	NA
V82	2/2/91	NA	3/1/02	FEMALE	725	073	NA	NA	F	REMOVE	1991	NA
I01O56	12/11/00	NA	3/1/02	MALE	O56	073	NA	NA	II	REMOVE	2001	NA
I02O56	2/12/02	NA	3/1/02	MALE	O56	073	NA	NA	I	REMOVE	2002	NA
87D	1/10/95	NA	3/1/02	FEMALE	V04	073	V04	O81	F	REMOVE	1995	NA
I02V82	1/6/02	NA	3/1/02	MALE	V82	073	NA	NA	I	REMOVE	2002	NA
56N	2/29/00	NA	3/1/02	MALE	Z86	116	Z86	Z90	J	REMOVE	2000	NA
Z92	12/17/91	NA	3/2/02	FEMALE	678	116	678	G27	S	REMOVE	1992	NA
I02Z92	12/19/01	NA	3/2/02	MALE	Z92	NA	NA	NA	D	REMOVE	2002	NA
I06	1/31/84	NA	3/5/02	MALE	B04	004	B04	NA	F	REMOVE	1984	NA
O44	2/2/88	NA	3/5/02	FEMALE	B04	004	B04	B09	F	REMOVE	1988	NA
J26	2/10/85	NA	3/5/02	MALE	D15	062	NA	NA	L	REMOVE	1985	NA
N13	4/11/87	NA	3/5/02	FEMALE	F72	073	F72	NA	F	REMOVE	1987	NA
Z06	3/7/92	NA	3/5/02	MALE	I88	073	I88	NA	F	REMOVE	1992	NA
T30	2/19/90	NA	3/5/02	MALE	J97	065	NA	NA	F	REMOVE	1990	NA
X27	1/31/91	NA	3/5/02	MALE	J99	DM	J99	NA	R	REMOVE	1991	NA
I02N13	10/28/01	NA	3/5/02	FEMALE	N13	073	NA	NA	F	REMOVE	2002	NA
I02O44	10/27/01	NA	3/5/02	MALE	O44	004	NA	NA	F	REMOVE	2002	NA
E05	3/8/82	NA	3/6/02	MALE	896	116	NA	NA	I	REMOVE	1982	NA
I12	1/20/84	NA	3/6/02	FEMALE	B72	065	NA	NA	F	REMOVE	1984	NA
R79	2/5/89	NA	3/6/02	FEMALE	C30	076	C30	A66	F	REMOVE	1989	NA
O75	12/22/87	NA	3/6/02	FEMALE	F28	004	NA	A34	F	REMOVE	1988	NA
R68	3/20/89	NA	3/6/02	FEMALE	I07	004	NA	C18	F	REMOVE	1989	NA
I02O75	12/11/01	NA	3/6/02	FEMALE	O75	004	NA	NA	F	REMOVE	2002	NA
I01R68	12/17/00	NA	3/6/02	MALE	R68	004	NA	NA	F	REMOVE	2001	NA
I02R79	12/25/01	NA	3/6/02	FEMALE	R79	076	NA	NA	F	REMOVE	2002	NA
90L	1/3/00	NA	3/6/02	MALE	S55	116	S55	T53	J	REMOVE	2000	NA
I20	1/7/84	NA	3/7/02	MALE	501	116	NA	NA	II	REMOVE	1984	NA
R74	2/28/89	NA	3/7/02	FEMALE	725	073	NA	F32	F	REMOVE	1989	NA
V81	12/21/90	NA	3/7/02	FEMALE	B56	073	B56	C98	F	REMOVE	1991	NA
S18	12/7/88	NA	3/7/02	MALE	G17	116	G17	E97	R	REMOVE	1989	NA
32B	1/8/93	NA	3/7/02	MALE	H64	116	H64	K85	S	REMOVE	1993	NA
T85	3/26/90	NA	3/7/02	FEMALE	J71	116	J71	NA	S	REMOVE	1990	NA
I02R74	11/11/01	NA	3/7/02	MALE	R74	073	NA	NA	I	REMOVE	2002	NA
I02T85	11/8/01	NA	3/7/02	FEMALE	T85	116	NA	NA	S	REMOVE	2002	NA
I02V81	12/11/01	NA	3/7/02	MALE	V81	073	NA	NA	E	REMOVE	2002	NA
G80	1/1/83	NA	3/12/02	FEMALE	678	116	678	NA	I	REMOVE	1983	NA
I0219I	12/26/01	NA	3/12/02	MALE	19I	116	NA	NA	G	REMOVE	2002	NA
I0251B	11/20/01	NA	3/12/02	FEMALE	51b	51b	NA	NA	G	REMOVE	2002	NA
51B	1/4/93	NA	3/12/02	FEMALE	G11	116	G11	I85	S	REMOVE	1993	NA
O36	3/17/88	NA	3/12/02	FEMALE	G80	116	G80	722	S	REMOVE	1988	NA
36K	1/12/99	NA	3/12/02	MALE	K07	065	K07	K32	F	REMOVE	1999	NA
I02O36	12/26/01	NA	3/12/02	MALE	O36	NA	NA	NA	D	REMOVE	2002	NA
19I	1/12/98	NA	3/12/02	FEMALE	X78	116	X78	H79	G	REMOVE	1998	NA
43A	1/3/93	NA	3/13/02	MALE	869	116	869	G33	S	REMOVE	1993	NA
I0270H	11/28/01	NA	3/13/02	MALE	70H	116	NA	NA	G	REMOVE	2002	NA
30E	1/9/95	NA	3/13/02	FEMALE	B04	004	B04	O81	F	REMOVE	1995	NA
N05	2/8/87	NA	3/13/02	FEMALE	F83	004	NA	C98	F	REMOVE	1987	NA
O38	1/3/88	NA	3/13/02	FEMALE	G11	116	G11	NA	S	REMOVE	1988	NA
L37	1/28/87	NA	3/13/02	FEMALE	G80	116	G80	856	S	REMOVE	1987	NA
I02L37	2/14/02	NA	3/13/02	MALE	L37	NA	NA	NA	D	REMOVE	2002	NA
I02N05	2/13/02	NA	3/13/02	MALE	N05	004	NA	NA	K	REMOVE	2002	NA
Z74	1/3/92	NA	3/13/02	FEMALE	O38	116	NA	NA	S	REMOVE	1992	NA
70H	12/10/96	NA	3/13/02	FEMALE	O38	116	O38	V45	R	REMOVE	1997	NA
I02O38	11/17/01	NA	3/13/02	FEMALE	O38	116	NA	NA	G	REMOVE	2002	NA
38F	12/8/95	NA	3/13/02	FEMALE	Z74	116	Z74	E93	S	REMOVE	1996	NA
I02Z74	11/26/01	NA	3/13/02	FEMALE	Z74	116	NA	NA	G	REMOVE	2002	NA
19O	2/14/00	NA	3/14/02	FEMALE	B75	065	B75	14A	F	REMOVE	2000	NA
X52	1/20/91	NA	3/14/02	MALE	J91	004	J91	912	F	REMOVE	1991	NA
91F	1/27/97	NA	3/14/02	FEMALE	R68	004	R68	O19	F	REMOVE	1997	NA
23O	1/4/00	NA	3/14/02	FEMALE	T98	22	NA	52B	V	REMOVE	2000	NA
I37	2/6/85	NA	3/15/02	MALE	893	116	NA	945	Q	REMOVE	1985	NA
I0138F	11/15/00	NA	3/15/02	FEMALE	38F	116	NA	NA	GG	REMOVE	2001	NA
04L	1/12/99	NA	3/15/02	MALE	44B	073	44B	F26	E	REMOVE	1999	NA
I0151B	12/15/00	NA	3/15/02	MALE	51B	116	NA	NA	GG	REMOVE	2001	NA
I0170H	11/27/00	NA	3/15/02	MALE	70H	116	NA	NA	GG	REMOVE	2001	NA
I0183C	1/21/01	NA	3/15/02	MALE	83C	116	NA	NA	GG	REMOVE	2001	NA
18L	12/16/98	NA	3/15/02	MALE	84C	NA	84C	C99	D	REMOVE	1999	NA
I0184C	12/6/00	NA	3/15/02	FEMALE	84C	116	NA	NA	DD	REMOVE	2001	NA
34J	1/4/98	NA	3/15/02	MALE	89C	004	89C	V79	F	REMOVE	1998	NA
I70	2/22/85	NA	3/15/02	FEMALE	B72	065	NA	761	F	REMOVE	1985	NA
X57	1/15/91	NA	3/15/02	MALE	E04	116	E04	D68	S	REMOVE	1991	NA
S60	2/26/89	NA	3/15/02	MALE	F74	073	F74	C18	F	REMOVE	1989	NA
I01G80	12/25/00	NA	3/15/02	MALE	G80	116	NA	NA	DD	REMOVE	2001	NA
I02I70	1/17/02	NA	3/15/02	FEMALE	I70	065	NA	NA	F	REMOVE	2002	NA
17A	2/19/92	NA	3/15/02	MALE	J95	065	J95	594	F	REMOVE	1992	NA
I01L37	1/21/01	NA	3/15/02	FEMALE	L37	116	NA	NA	DD	REMOVE	2001	NA
I01O36	1/29/01	NA	3/15/02	MALE	O36	116	NA	NA	DD	REMOVE	2001	NA
90E	1/25/96	NA	3/15/02	MALE	V65	004	NA	NA	F	REMOVE	1996	NA
94E	1/9/96	NA	3/15/02	MALE	Z08	004	Z08	G37	F	REMOVE	1996	NA
I01Z73	12/13/00	NA	3/15/02	MALE	Z73	116	NA	NA	GG	REMOVE	2001	NA
I01Z74	1/9/01	NA	3/15/02	MALE	Z74	116	NA	NA	GG	REMOVE	2001	NA
I0214C	11/14/01	NA	3/19/02	FEMALE	14C	004	NA	NA	F	REMOVE	2002	NA
V76	1/16/91	NA	3/19/02	FEMALE	C38	073	C38	NA	F	REMOVE	1991	NA
T27	2/6/90	NA	3/19/02	FEMALE	E65	073	E65	NA	F	REMOVE	1990	NA
V79	1/19/91	NA	3/19/02	MALE	K04	065	K04	NA	F	REMOVE	1991	NA
74F	12/16/95	NA	3/19/02	FEMALE	L97	116	L97	S79	S	REMOVE	1996	NA
14C	2/1/94	NA	3/19/02	FEMALE	R78	004	R78	I86	F	REMOVE	1994	NA
I02T27	1/12/02	NA	3/19/02	FEMALE	T27	073	NA	NA	F	REMOVE	2002	NA
I02V76	11/26/01	NA	3/19/02	MALE	V76	073	NA	NA	L	REMOVE	2002	NA
I0283C	12/26/01	NA	3/20/02	FEMALE	83C	116	NA	NA	G	REMOVE	2002	NA
I0284C	1/1/02	NA	3/20/02	MALE	84C	116	NA	NA	D	REMOVE	2002	NA
Z97	12/23/91	NA	3/20/02	FEMALE	J85	073	J85	F32	F	REMOVE	1992	NA
20D	1/23/95	NA	3/20/02	MALE	J99	DM	J99	761	R	REMOVE	1995	NA
84C	2/16/94	NA	3/20/02	FEMALE	L37	116	L37	J86	S	REMOVE	1994	NA
75I	1/5/98	NA	3/20/02	MALE	L37	NA	L37	C99	D	REMOVE	1998	NA
83C	11/25/93	NA	3/20/02	FEMALE	O38	116	O38	D71	S	REMOVE	1994	NA
93D	2/6/95	NA	3/20/02	FEMALE	V82	073	V82	K82	F	REMOVE	1995	NA
I02Z97	12/25/01	NA	3/20/02	MALE	Z97	073	NA	NA	F	REMOVE	2002	NA
Z73	12/30/91	NA	3/21/02	FEMALE	869	116	869	NA	S	REMOVE	1992	NA
X94	12/31/91	NA	3/21/02	MALE	H71	065	H71	NA	F	REMOVE	1992	NA
95L	12/7/99	NA	3/21/02	FEMALE	O27	116	O27	G62	BB	REMOVE	2000	NA
I02Z73	11/27/01	NA	3/21/02	MALE	Z73	116	NA	NA	G	REMOVE	2002	NA
I0293D	11/12/01	NA	3/22/02	FEMALE	93D	073	NA	NA	F	REMOVE	2002	NA
23A	1/10/92	NA	3/27/02	MALE	D07	091	D07	E05	R	REMOVE	1992	NA
I0114F	12/4/00	NA	1/21/03	FEMALE	14F	073	NA	NA	LL	REMOVE	2001	NA
I0120F	3/20/01	NA	1/21/03	FEMALE	20F	004	NA	NA	F	REMOVE	2001	NA
I0148B	11/29/00	NA	1/21/03	MALE	48B	004	NA	NA	F	REMOVE	2001	NA
I0170B	11/18/00	NA	1/21/03	FEMALE	70B	073	NA	NA	F	REMOVE	2001	NA
I01H71	11/20/00	NA	1/21/03	FEMALE	H71	065	NA	NA	F	REMOVE	2001	NA
I01K07	12/3/00	NA	1/21/03	MALE	K07	065	NA	NA	F	REMOVE	2001	NA
I01O70	11/21/00	NA	1/21/03	FEMALE	O70	065	NA	NA	F	REMOVE	2001	NA
I01O75	11/23/00	NA	1/21/03	FEMALE	O75	004	NA	NA	F	REMOVE	2001	NA
I01R64	1/24/01	NA	1/21/03	MALE	R64	004	NA	NA	F	REMOVE	2001	NA
I01R79	12/17/00	NA	1/21/03	MALE	R79	076	NA	NA	F	REMOVE	2001	NA
I01S59	12/7/00	NA	1/21/03	MALE	S59	076	NA	NA	F	REMOVE	2001	NA
I01V04	3/14/01	NA	1/21/03	FEMALE	V04	073	NA	NA	F	REMOVE	2001	NA
I01V36	12/5/00	NA	1/21/03	MALE	V36	004	NA	NA	F	REMOVE	2001	NA
I01X46	1/21/01	NA	1/21/03	MALE	X46	073	NA	NA	LL	REMOVE	2001	NA
I01Z07	1/2/01	NA	1/21/03	MALE	Z07	065	NA	NA	F	REMOVE	2001	NA
47P	3/20/01	NA	1/21/03	MALE	Z78	47P	Z78	51A	F	REMOVE	2001	NA
17P	12/18/00	NA	1/22/03	MALE	01B	004	01B	39C	F	REMOVE	2001	NA
44P	12/4/00	NA	1/22/03	MALE	07F	073	07F	Z90	LL	REMOVE	2001	NA
62P	11/29/00	NA	1/22/03	MALE	17C	065	17C	K85	F	REMOVE	2001	NA
13P	12/26/00	NA	1/22/03	MALE	18A	073	18A	V95	F	REMOVE	2001	NA
49P	12/8/00	NA	1/22/03	FEMALE	42B	065	67G	O23	F	REMOVE	2001	NA
00P	12/20/00	NA	1/22/03	FEMALE	62H	065	62H	20B	F	REMOVE	2001	NA
31P	12/17/00	NA	1/22/03	MALE	64A	004	64A	51A	F	REMOVE	2001	NA
48P	5/7/01	NA	1/22/03	MALE	86C	004	86C	E05	F	REMOVE	2001	NA
59P	1/1/01	NA	1/22/03	FEMALE	87D	073	87D	12E	F	REMOVE	2001	NA
99O	12/17/00	NA	1/22/03	MALE	90D	004	90D	R70	F	REMOVE	2001	NA
38O	12/3/00	NA	1/22/03	FEMALE	91E	073	91E	46D	LL	REMOVE	2001	NA
61P	12/6/00	NA	1/22/03	FEMALE	92D	065	92D	90A	F	REMOVE	2001	NA
06P	12/8/00	NA	1/22/03	MALE	J28	073	J28	88C	F	REMOVE	2001	NA
02P	1/21/01	NA	1/22/03	MALE	J92	004	J92	V79	F	REMOVE	2001	NA
31O	1/2/01	NA	1/22/03	MALE	K11	004	K11	88C	F	REMOVE	2001	NA
95O	3/5/01	NA	1/22/03	FEMALE	N05	004	N05	39C	F	REMOVE	2001	NA
37O	12/30/00	NA	1/22/03	MALE	N12	065	N12	K32	F	REMOVE	2001	NA
08P	12/7/00	NA	1/22/03	MALE	R78	004	R78	02C	F	REMOVE	2001	NA
53P	11/14/00	NA	1/22/03	FEMALE	V76	073	V76	A87	LL	REMOVE	2001	NA
39O	11/27/00	NA	1/22/03	MALE	X51	073	X51	02C	LL	REMOVE	2001	NA
51P	11/28/00	NA	1/22/03	FEMALE	X97	004	X97	R70	F	REMOVE	2001	NA
07P	1/9/01	NA	1/22/03	MALE	Z14	065	Z14	20B	F	REMOVE	2001	NA
30P	12/26/00	NA	1/22/03	MALE	Z97	073	Z97	56C	F	REMOVE	2001	NA
14P	1/1/01	NA	1/22/03	MALE	NA	14P	X46	39C	F	REMOVE	2001	NA
44O	1/17/01	NA	1/23/03	MALE	31D	DM	31D	37C	BB	REMOVE	2001	NA
58O	12/25/00	NA	1/23/03	MALE	37B	DM	37B	V29	BB	REMOVE	2001	NA
48O	12/11/00	NA	1/23/03	FEMALE	39A	116	39A	57D	CC	REMOVE	2001	NA
11P	12/7/00	NA	1/23/03	FEMALE	40A	116	40A	90B	CC	REMOVE	2001	NA
43O	11/5/00	NA	1/23/03	FEMALE	80C	116	80C	J21	CC	REMOVE	2001	NA
23P	11/27/00	NA	1/23/03	FEMALE	82B	116	82B	90B	CC	REMOVE	2001	NA
50O	1/17/01	NA	1/23/03	FEMALE	82C	116	82C	T82	CC	REMOVE	2001	NA
57O	12/5/00	NA	1/23/03	FEMALE	B10	116	B10	49A	BB	REMOVE	2001	NA
40P	12/18/00	NA	1/23/03	MALE	J41	22	J41	30C	V	REMOVE	2001	NA
67P	2/18/01	NA	1/23/03	MALE	K89	116	K89	E54	BB	REMOVE	2001	NA
